Observation ID,Site,Species Code,Observer,Plant #,Date,Year,Arrival Time,Departure Time,Weather,North Face,South Face,Breaking Leaf Buds,How many do you see?,Leaves?,What % of canopy is full?,Colored Leaves?,What % of canopy has colored leaves?,Falling Leaves,Fruits,How many fruits do you see??,Ripe Fruits,What % of all Fruit are Ripe?,Recent Fruit Drop?,How many dropped fruit did you see?,Species Observed,Other Comments
670,ERD,QUEGAM,TESREE,10,7/10/2014,2014,09:45:00 AM,10:15:00 AM,Partly cloudy,74,74,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,Signs of herbivory
671,ERD,QUEGAM,"SHADOW,TESREE",1,7/14/2014,2014,10:20:00 AM,11:00:00 AM,Overcast,73,72,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
672,ERD,QUEGAM,"SHADOW,TESREE",2,7/14/2014,2014,10:20:00 AM,11:00:00 AM,Overcast,77,72,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
673,ERD,QUEGAM,"SHADOW,TESREE",3,7/14/2014,2014,10:20:00 AM,11:00:00 AM,Overcast,74,73,0,<3,1,25-49%,0,<25%,0,0,3-10,0,<25%,0,<3,,
674,ERD,QUEGAM,"SHADOW,TESREE",4,7/14/2014,2014,10:20:00 AM,11:00:00 AM,Overcast,73,71,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
675,ERD,QUEGAM,"SHADOW,TESREE",5,7/14/2014,2014,10:20:00 AM,11:00:00 AM,Overcast,72,72,1,3-10,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
676,ERD,QUEGAM,"SHADOW,TESREE",6,7/14/2014,2014,10:20:00 AM,11:00:00 AM,Overcast,75,72,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
677,ERD,QUEGAM,"SHADOW,TESREE",7,7/14/2014,2014,10:20:00 AM,11:00:00 AM,Overcast,68,64,0,<3,1,75-94%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
678,ERD,QUEGAM,"SHADOW,TESREE",8,7/14/2014,2014,10:20:00 AM,11:00:00 AM,Overcast,68,64,0,<3,1,75-94%,0,<25%,0,0,3-10,0,<25%,0,<3,,
679,ERD,QUEGAM,"SHADOW,TESREE",9,7/14/2014,2014,10:20:00 AM,11:00:00 AM,Overcast,78,74,1,3-10,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
680,ERD,QUEGAM,"SHADOW,TESREE",10,7/14/2014,2014,10:20:00 AM,11:00:00 AM,Overcast,76,74,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
681,ERD,QUEGAM,FANDUA,1,7/21/2014,2014,11:07:00 AM,11:55:00 AM,"Clear, mostly or full sun",98,89,1,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
682,ERD,QUEGAM,FANDUA,2,7/21/2014,2014,11:07:00 AM,11:55:00 AM,"Clear, mostly or full sun",98,90,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,Several dead branches
683,ERD,QUEGAM,FANDUA,3,7/21/2014,2014,11:07:00 AM,11:55:00 AM,"Clear, mostly or full sun",86,82,1,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
684,ERD,QUEGAM,FANDUA,4,7/21/2014,2014,11:07:00 AM,11:55:00 AM,"Clear, mostly or full sun",108,91,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
685,ERD,QUEGAM,FANDUA,5,7/21/2014,2014,11:07:00 AM,11:55:00 AM,"Clear, mostly or full sun",85,86,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
686,ERD,QUEGAM,FANDUA,6,7/21/2014,2014,11:07:00 AM,11:55:00 AM,"Clear, mostly or full sun",102,86,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
687,ERD,QUEGAM,FANDUA,7,7/21/2014,2014,11:07:00 AM,11:55:00 AM,"Clear, mostly or full sun",80,76,0,<3,1,75-94%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,Several holes in leaves
688,ERD,QUEGAM,FANDUA,8,7/21/2014,2014,11:07:00 AM,11:55:00 AM,"Clear, mostly or full sun",102,88,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
689,ERD,QUEGAM,FANDUA,9,7/21/2014,2014,11:07:00 AM,11:55:00 AM,"Clear, mostly or full sun",112,85,1,3-10,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
690,ERD,QUEGAM,FANDUA,10,7/21/2014,2014,11:07:00 AM,11:55:00 AM,"Clear, mostly or full sun",91,84,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,Signs of herbivory
691,ERD,QUEGAM,SHADOW,1,7/28/2014,2014,11:00:00 AM,11:45:00 AM,Approaching storm,76,72,1,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
692,ERD,QUEGAM,SHADOW,2,7/28/2014,2014,11:00:00 AM,11:45:00 AM,Approaching storm,76,72,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,Many lower branches browning from dehydration
693,ERD,QUEGAM,SHADOW,3,7/28/2014,2014,11:00:00 AM,11:45:00 AM,Approaching storm,70,72,0,<3,1,<25%,0,<25%,0,0,3-10,0,<25%,0,<3,,
694,ERD,QUEGAM,SHADOW,4,7/28/2014,2014,11:00:00 AM,11:45:00 AM,Approaching storm,71,66,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
695,ERD,QUEGAM,SHADOW,5,7/28/2014,2014,11:00:00 AM,11:45:00 AM,Approaching storm,70,68,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
696,ERD,QUEGAM,SHADOW,6,7/28/2014,2014,11:00:00 AM,11:45:00 AM,Approaching storm,70,65,1,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,"Fruits inching toward 1,000"
697,ERD,QUEGAM,SHADOW,7,7/28/2014,2014,11:00:00 AM,11:45:00 AM,Approaching storm,70,68,1,<3,1,75-94%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,Galls
698,ERD,QUEGAM,SHADOW,8,7/28/2014,2014,11:00:00 AM,11:45:00 AM,Approaching storm,86,76,1,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
699,ERD,QUEGAM,SHADOW,9,7/28/2014,2014,11:00:00 AM,11:45:00 AM,Approaching storm,108,83,1,3-10,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
700,ERD,QUEGAM,SHADOW,10,7/28/2014,2014,11:00:00 AM,11:45:00 AM,Approaching storm,89,80,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
701,ERD,QUEGAM,"AHSJEN, TESREE",1,7/31/2014,2014,08:03:00 AM,,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,Two insect galls on lower branch; red fly visiting tree
702,ERD,QUEGAM,"AHSJEN, TESREE",2,7/31/2014,2014,08:03:00 AM,,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
703,ERD,QUEGAM,"AHSJEN, TESREE",3,7/31/2014,2014,08:03:00 AM,,"Clear, mostly or full sun",,,1,<3,1,<25%,0,<25%,0,0,3-10,0,<25%,0,<3,,Many new leaves
704,ERD,QUEGAM,"AHSJEN, TESREE",4,7/31/2014,2014,08:03:00 AM,,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
705,ERD,QUEGAM,"AHSJEN, TESREE",5,7/31/2014,2014,08:03:00 AM,,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
706,ERD,QUEGAM,"AHSJEN, TESREE",6,7/31/2014,2014,08:03:00 AM,,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,"Leaf galls, small; only a few"
707,ERD,QUEGAM,"AHSJEN, TESREE",7,7/31/2014,2014,08:03:00 AM,,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
708,ERD,QUEGAM,"AHSJEN, TESREE",8,7/31/2014,2014,08:03:00 AM,,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,3-10,0,<25%,0,<3,,
709,ERD,QUEGAM,"AHSJEN, TESREE",9,7/31/2014,2014,08:03:00 AM,,"Clear, mostly or full sun",,,1,3-10,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,Many new leaves
710,ERD,QUEGAM,"AHSJEN, TESREE",10,7/31/2014,2014,08:03:00 AM,,"Clear, mostly or full sun",,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
711,ERD,QUEGAM,SHADOW,1,8/7/2014,2014,11:30:00 AM,12:15:00 PM,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
712,ERD,QUEGAM,SHADOW,2,8/7/2014,2014,11:30:00 AM,12:15:00 PM,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
713,ERD,QUEGAM,SHADOW,3,8/7/2014,2014,11:30:00 AM,12:15:00 PM,"Clear, mostly or full sun",,,0,<3,1,<25%,0,<25%,0,0,3-10,0,<25%,0,<3,,
714,ERD,QUEGAM,SHADOW,4,8/7/2014,2014,11:30:00 AM,12:15:00 PM,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
715,ERD,QUEGAM,SHADOW,5,8/7/2014,2014,11:30:00 AM,12:15:00 PM,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
716,ERD,QUEGAM,SHADOW,6,8/7/2014,2014,11:30:00 AM,12:15:00 PM,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
717,ERD,QUEGAM,SHADOW,7,8/7/2014,2014,11:30:00 AM,12:15:00 PM,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
718,ERD,QUEGAM,SHADOW,8,8/7/2014,2014,11:30:00 AM,12:15:00 PM,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
719,ERD,QUEGAM,SHADOW,9,8/7/2014,2014,11:30:00 AM,12:15:00 PM,"Clear, mostly or full sun",,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
720,ERD,QUEGAM,SHADOW,10,8/7/2014,2014,11:30:00 AM,12:15:00 PM,"Clear, mostly or full sun",,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
721,ERD,QUEGAM,SHADOW,1,8/11/2014,2014,01:45:00 PM,02:15:00 AM,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
722,ERD,QUEGAM,SHADOW,2,8/11/2014,2014,01:45:00 PM,02:15:00 AM,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
723,ERD,QUEGAM,SHADOW,3,8/11/2014,2014,01:45:00 PM,02:15:00 AM,"Clear, mostly or full sun",,,0,<3,1,<25%,0,<25%,0,0,3-10,0,<25%,0,<3,,
724,ERD,QUEGAM,SHADOW,4,8/11/2014,2014,01:45:00 PM,02:15:00 AM,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
725,ERD,QUEGAM,SHADOW,5,8/11/2014,2014,01:45:00 PM,02:15:00 AM,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
726,ERD,QUEGAM,SHADOW,6,8/11/2014,2014,01:45:00 PM,02:15:00 AM,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
727,ERD,QUEGAM,SHADOW,7,8/11/2014,2014,01:45:00 PM,02:15:00 AM,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
728,ERD,QUEGAM,SHADOW,8,8/11/2014,2014,01:45:00 PM,02:15:00 AM,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
729,ERD,QUEGAM,SHADOW,9,8/11/2014,2014,01:45:00 PM,02:15:00 AM,"Clear, mostly or full sun",,,1,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
730,ERD,QUEGAM,SHADOW,10,8/11/2014,2014,01:45:00 PM,02:15:00 AM,"Clear, mostly or full sun",,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
731,ERD,QUEGAM,FEIDUA,1,8/14/2014,2014,09:30:00 AM,09:55:00 AM,Partly cloudy,,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
732,ERD,QUEGAM,FEIDUA,2,8/14/2014,2014,09:30:00 AM,09:55:00 AM,Partly cloudy,,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
733,ERD,QUEGAM,FEIDUA,3,8/14/2014,2014,09:30:00 AM,09:55:00 AM,Partly cloudy,,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
734,ERD,QUEGAM,FEIDUA,4,8/14/2014,2014,09:30:00 AM,09:55:00 AM,Partly cloudy,,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
735,ERD,QUEGAM,FEIDUA,5,8/14/2014,2014,09:30:00 AM,09:55:00 AM,Partly cloudy,,,1,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
736,ERD,QUEGAM,FEIDUA,6,8/14/2014,2014,09:30:00 AM,09:55:00 AM,Partly cloudy,,,1,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
737,ERD,QUEGAM,FEIDUA,7,8/14/2014,2014,09:30:00 AM,09:55:00 AM,Partly cloudy,,,1,<3,1,75-94%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
738,ERD,QUEGAM,FEIDUA,8,8/14/2014,2014,09:30:00 AM,09:55:00 AM,Partly cloudy,,,1,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
739,ERD,QUEGAM,FEIDUA,9,8/14/2014,2014,09:30:00 AM,09:55:00 AM,Partly cloudy,,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
740,ERD,QUEGAM,FEIDUA,10,8/14/2014,2014,09:30:00 AM,09:55:00 AM,Partly cloudy,,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
741,ERD,QUEGAM,"TESREE, JENFLI",1,8/18/2014,2014,10:50:00 AM,,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
742,ERD,QUEGAM,"TESREE, JENFLI",2,8/18/2014,2014,10:50:00 AM,,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,A few branches w/ dead leaves
743,ERD,QUEGAM,"TESREE, JENFLI",3,8/18/2014,2014,10:50:00 AM,,"Clear, mostly or full sun",,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
744,ERD,QUEGAM,"TESREE, JENFLI",4,8/18/2014,2014,10:50:00 AM,,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
745,ERD,QUEGAM,"TESREE, JENFLI",5,8/18/2014,2014,10:50:00 AM,,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
746,ERD,QUEGAM,"TESREE, JENFLI",6,8/18/2014,2014,10:50:00 AM,,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,a few branches w/ dead leaves & fruit
747,ERD,QUEGAM,"TESREE, JENFLI",7,8/18/2014,2014,10:50:00 AM,,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
748,ERD,QUEGAM,"TESREE, JENFLI",8,8/18/2014,2014,10:50:00 AM,,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
749,ERD,QUEGAM,"TESREE, JENFLI",9,8/18/2014,2014,10:50:00 AM,,"Clear, mostly or full sun",,,1,11-100,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
750,ERD,QUEGAM,"TESREE, JENFLI",10,8/18/2014,2014,10:50:00 AM,,"Clear, mostly or full sun",,,0,<3,1,25-49%,0,<25%,0,0,<3,0,<25%,0,<3,,
751,ERD,QUEGAM,TESREE,1,8/21/2014,2014,08:20:00 AM,08:45:00 AM,Overcast,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,Large gall
752,ERD,QUEGAM,TESREE,2,8/21/2014,2014,08:20:00 AM,08:45:00 AM,Overcast,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,some dead leaves
753,ERD,QUEGAM,TESREE,3,8/21/2014,2014,08:20:00 AM,08:45:00 AM,Overcast,,,1,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,insect leaf damage
754,ERD,QUEGAM,TESREE,4,8/21/2014,2014,08:20:00 AM,08:45:00 AM,Overcast,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,some dead leaves
755,ERD,QUEGAM,TESREE,5,8/21/2014,2014,08:20:00 AM,08:45:00 AM,Overcast,,,1,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
756,ERD,QUEGAM,TESREE,6,8/21/2014,2014,08:20:00 AM,08:45:00 AM,Overcast,,,1,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
757,ERD,QUEGAM,TESREE,7,8/21/2014,2014,08:20:00 AM,08:45:00 AM,Overcast,,,0,<3,1,75-94%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
758,ERD,QUEGAM,TESREE,8,8/21/2014,2014,08:20:00 AM,08:45:00 AM,Overcast,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
759,ERD,QUEGAM,TESREE,9,8/21/2014,2014,08:20:00 AM,08:45:00 AM,Overcast,,,1,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
760,ERD,QUEGAM,TESREE,10,8/21/2014,2014,08:20:00 AM,08:45:00 AM,Overcast,,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
761,ERD,QUEGAM,TESREE,1,8/28/2014,2014,09:45:00 AM,10:00:00 AM,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
762,ERD,QUEGAM,TESREE,2,8/28/2014,2014,09:45:00 AM,10:00:00 AM,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
763,ERD,QUEGAM,TESREE,3,8/28/2014,2014,09:45:00 AM,10:00:00 AM,"Clear, mostly or full sun",,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
764,ERD,QUEGAM,TESREE,4,8/28/2014,2014,09:45:00 AM,10:00:00 AM,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
765,ERD,QUEGAM,TESREE,5,8/28/2014,2014,09:45:00 AM,10:00:00 AM,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
766,ERD,QUEGAM,TESREE,6,8/28/2014,2014,09:45:00 AM,10:00:00 AM,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
767,ERD,QUEGAM,TESREE,7,8/28/2014,2014,09:45:00 AM,10:00:00 AM,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
768,ERD,QUEGAM,TESREE,8,8/28/2014,2014,09:45:00 AM,10:00:00 AM,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,3-10,0,<25%,0,<3,,
769,ERD,QUEGAM,TESREE,9,8/28/2014,2014,09:45:00 AM,10:00:00 AM,"Clear, mostly or full sun",,,1,3-10,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
770,ERD,QUEGAM,TESREE,10,8/28/2014,2014,09:45:00 AM,10:00:00 AM,"Clear, mostly or full sun",,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
771,ERD,QUEGAM,SHADOW,1,9/2/2014,2014,03:55:00 PM,04:30:00 PM,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
772,ERD,QUEGAM,SHADOW,2,9/2/2014,2014,03:55:00 PM,04:30:00 PM,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
773,ERD,QUEGAM,SHADOW,3,9/2/2014,2014,03:55:00 PM,04:30:00 PM,"Clear, mostly or full sun",,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
774,ERD,QUEGAM,SHADOW,4,9/2/2014,2014,03:55:00 PM,04:30:00 PM,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
775,ERD,QUEGAM,SHADOW,5,9/2/2014,2014,03:55:00 PM,04:30:00 PM,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
776,ERD,QUEGAM,SHADOW,6,9/2/2014,2014,03:55:00 PM,04:30:00 PM,"Clear, mostly or full sun",,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
777,ERD,QUEGAM,SHADOW,7,9/2/2014,2014,03:55:00 PM,04:30:00 PM,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
778,ERD,QUEGAM,SHADOW,8,9/2/2014,2014,03:55:00 PM,04:30:00 PM,"Clear, mostly or full sun",,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
779,ERD,QUEGAM,SHADOW,9,9/2/2014,2014,03:55:00 PM,04:30:00 PM,"Clear, mostly or full sun",,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
780,ERD,QUEGAM,SHADOW,10,9/2/2014,2014,03:55:00 PM,04:30:00 PM,"Clear, mostly or full sun",,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
781,ERD,QUEGAM,AHSJEN,1,9/4/2014,2014,01:43:00 PM,02:01:00 PM,Departing storm,,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
782,ERD,QUEGAM,AHSJEN,2,9/4/2014,2014,01:43:00 PM,02:01:00 PM,Departing storm,,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
783,ERD,QUEGAM,AHSJEN,3,9/4/2014,2014,01:43:00 PM,02:01:00 PM,Departing storm,,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
784,ERD,QUEGAM,AHSJEN,4,9/4/2014,2014,01:43:00 PM,02:01:00 PM,Departing storm,,,0,<3,1,25-49%,0,<25%,0,0,11-100,0,<25%,0,<3,,
785,ERD,QUEGAM,AHSJEN,5,9/4/2014,2014,01:43:00 PM,02:01:00 PM,Departing storm,,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
786,ERD,QUEGAM,AHSJEN,6,9/4/2014,2014,01:43:00 PM,02:01:00 PM,Departing storm,,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
787,ERD,QUEGAM,AHSJEN,7,9/4/2014,2014,01:43:00 PM,02:01:00 PM,Departing storm,,,0,<3,1,75-94%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
788,ERD,QUEGAM,AHSJEN,8,9/4/2014,2014,01:43:00 PM,02:01:00 PM,Departing storm,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
789,ERD,QUEGAM,AHSJEN,9,9/4/2014,2014,01:43:00 PM,02:01:00 PM,Departing storm,,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
790,ERD,QUEGAM,AHSJEN,10,9/4/2014,2014,01:43:00 PM,02:01:00 PM,Departing storm,,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,Insect galls present
791,ERD,QUEGAM,FANDUA,1,9/8/2014,2014,12:48:00 PM,,Overcast,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
792,ERD,QUEGAM,FANDUA,2,9/8/2014,2014,12:48:00 PM,,Overcast,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
793,ERD,QUEGAM,FANDUA,3,9/8/2014,2014,12:48:00 PM,,Overcast,,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
794,ERD,QUEGAM,FANDUA,4,9/8/2014,2014,12:48:00 PM,,Overcast,,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
795,ERD,QUEGAM,FANDUA,5,9/8/2014,2014,12:48:00 PM,,Overcast,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
796,ERD,QUEGAM,FANDUA,6,9/8/2014,2014,12:48:00 PM,,Overcast,,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
797,ERD,QUEGAM,FANDUA,7,9/8/2014,2014,12:48:00 PM,,Overcast,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
798,ERD,QUEGAM,FANDUA,8,9/8/2014,2014,12:48:00 PM,,Overcast,,,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
799,ERD,QUEGAM,FANDUA,9,9/8/2014,2014,12:48:00 PM,,Overcast,,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
800,ERD,QUEGAM,FANDUA,10,9/8/2014,2014,12:48:00 PM,,Overcast,,,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
801,ERD,QUEGAM,TESREE,1,9/11/2014,2014,10:45:00 AM,,"Clear, mostly or full sun",87,83,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
802,ERD,QUEGAM,TESREE,2,9/11/2014,2014,10:45:00 AM,,"Clear, mostly or full sun",86,84,0,<3,1,25-49%,0,<25%,0,0,11-100,0,<25%,0,<3,,
803,ERD,QUEGAM,TESREE,3,9/11/2014,2014,10:45:00 AM,,"Clear, mostly or full sun",83,73,0,<3,1,<25%,0,<25%,0,0,<3,0,<25%,0,<3,,
804,ERD,QUEGAM,TESREE,4,9/11/2014,2014,10:45:00 AM,,"Clear, mostly or full sun",83,78,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
805,ERD,QUEGAM,TESREE,5,9/11/2014,2014,10:45:00 AM,,"Clear, mostly or full sun",74,72,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
